,Unnamed: 0,Location 地點,Standard BS1363,Medium IEC 62196 (≦20kW),Medium SAE J1772,Medium Others,Quick CHAdeMO,Quick CCS Combo 2,Quick IEC 62196 (>20kW),Quick GB/T 20234.3 (DC),Quick Others,"Remark for ""Others"" 附註",Latitude,Longitude,count_tot
282,220,Lung Cheung Road Lookout 龍翔道眺望處,,4,,,,,,,,,22.34319659,114.1712804,4
283,221,Cheung Sha Wan Plaza 長沙灣廣場,,,,3,,,,,,Tesla Wall Connector,,,
284,,Cheung Sha Wan Plaza 長沙灣廣場,,,,,,,,,3,Tesla Supercharger,,,
285,222,Lai Sun Commercial Centre 麗新商業中心,,,,2,,,,,,Tesla Wall Connector,22.33927234,114.1520511,2
286,223,Lai Chi Kok Park 荔枝角公園,,8,,,,,,,,,22.33981779,114.1385327,8
287,224,Cornwall Street Squash and Table Tennis Centre 歌和老街壁球及乒乓球中心,,2,,,,,,,,,22.33942798,114.1727945,2
288,225,Wing Cheong Estate 榮昌邨,2,,,,,,,,,,22.3292372,114.1557438,2
289,226,Caritas Medical Centre 明愛醫院,,,,1,,,,,,IEC60309,22.34154985,114.1531651,1
290,,Wong Tai Sin District 黃大仙區,,,,,,,,,,,,,
291,227,Lok Fu Plaza (Zone B) 樂富廣場(B區),3,3,,,,,,,,,22.33760663,114.1875636,6
292,228,Temple Mall North 黃大仙中心北館,,,,,1,1,1,,,,22.34237288,114.1925768,3
293,,Temple Mall North 黃大仙中心北館,,,,,,,3,,,,22.34237288,114.1925768,3
294,,Temple Mall North 黃大仙中心北館,,,,4,,,,,4,Tesla Wall Connector / Supercharger,22.34237288,114.1925768,8
295,229,Plaza Hollywood 荷里活廣場,8,,,,,,3,,,,22.34069294,114.2028733,11
296,230,Sheung Fung Street Car Park 雙鳳街停車場,,30,,,,,,,,,22.34420978,114.1972735,30
297,,Sheung Fung Street Car Park 雙鳳街停車場,5,5,,,,,,,,,22.34420978,114.1972735,10
298,231,AIA Financial Centre 友邦九龍金融中心,,1,,,,,,,,,22.33478618,114.1997203,1
299,232,Lions Rise 現崇山,2,2,,,,,,,,,22.34086909,114.1972855,4
300,233,Lions Rise Mall 現崇山商場,2,2,,,,,,,,,22.34017488,114.1970014,4
301,,Lions Rise Mall 現崇山商場,,,,,,2,,,,,22.34017488,114.1970014,2
302,234,Mikiki 譽．港灣,1,,,,,,,,,,22.33377275,114.1967082,1
303,,Mikiki 譽．港灣,,,,,,,,,4,Tesla Supercharger,22.33377275,114.1967082,4
304,,Mikiki 譽．港灣,2,,,,,,2,,,,22.33377275,114.1967082,4
305,235,Kai Tak Garden 啟德花園,,2,,,,,,,,,22.33831229,114.1949703,2
306,236,Lok Fu Market 樂富街市,,,,4,,,,,4,Tesla Wall Connector / Supercharger,22.33986291,114.1869936,8
307,237,Hammer Hill Road Sports Ground 斧山道運動場,,3,,,,,,,,,22.33869829,114.2074573,3
308,238,Po Kong Village Road Park 蒲崗村道公園,,3,,,,,,,,,22.34398246,114.2038531,3
309,,Yau Tsim Mong District 油尖旺區,,,,,,,,,,,,,
310,239,China Hong Kong City 中港城,2,2,,,,,,,,,22.29993803,114.1689238,4
311,,China Hong Kong City 中港城,,40,,,,4,,,,,22.29993803,114.1689238,44
312,240,Ocean Terminal 海運大廈,,,,,2,2,2,,,,22.29498121,114.1671194,6
313,,Ocean Terminal 海運大廈,,,,,,,3,,,,22.29498121,114.1671194,3
314,,Ocean Terminal 海運大廈,24,,,,,,,,,,22.29498121,114.1671194,24
315,241,Langham Place 朗豪坊,,,,,,,3,,,,22.3175428,114.1687201,3
316,242,Olympian City 1 奧海城一期,2,1,,,,,,,,,22.31810525,114.1589155,3
317,,Olympian City 1 奧海城一期,,,,4,,,,,7,Tesla Wall Connector / Supercharger,22.31810525,114.1589155,11
318,243,Olympian City 2 奧海城二期,,,,,,,2,,,,22.31682502,114.1616734,2
319,244,Olympian City 3 奧海城三期,2,,,,,,,,,,22.31774706,114.1648531,2
320,245,The Long Beach 浪澄灣,2,2,,,,,,,,,22.31949783,114.1560211,4
321,246,Hong Kong Scout Centre 香港童軍中心,3,,,,,,,,,,22.30406222,114.1694426,3
322,247,Empire Centre 帝國中心,,2,,,,,,,,,22.29865712,114.1782589,2
323,248,K11 Art Mall  K11 購物藝術館,,,,6,,,,,,Tesla Wall Connector,22.29767108,114.1737153,6
324,,K11 Art Mall  K11 購物藝術館,,,,,,1,1,,,,22.29767108,114.1737153,2
325,249,Mira Place 美麗華廣場,,,,,,,,,2,Tesla Wall Connector,22.30123375,114.1722873,2
326,,Mira Place 美麗華廣場,,,,,,,4,,,,22.30123375,114.1722873,4
327,250,Elements 圓方 (North),,,,,,,2,,,,22.30483546,114.1611375,2
328,,Elements 圓方 (North),,,,,,,,,12,Tesla Supercharger,22.30483546,114.1611375,12
329,,Elements 圓方 (North),,,,,,,,,9,Tesla Wall Connector,22.30483546,114.1611375,9
330,251,Elements 圓方 (South),,,,,,,3,,,,,,
331,252,Gala Place 家樂坊,,,,6,,,,,,Tesla Wall Connector,22.31566149,114.171234,6
332,253,Wealth Commerical Centre 廣發商業中心,1,,,,,,,,,,22.31685276,114.173559,1
333,254,Kowloon Shangri-la Hotel 九龍香格里拉大酒店,2,,,,,,,,,,22.29736529,114.1771161,2
334,255,Royal Plaza Hotel 帝京酒店 ,,,,,,,,,2,Tesla Wall Connector,22.32445077,114.17312,2
335,256,Lodgewood 薈賢居,,,,1,,,,,,Tesla Wall Connector,22.32258515,114.166497,1
336,257,W Hong Kong 香港W酒店,,,,,,,,,2,Tesla Wall Connector,22.30498922,114.1605717,2
337,258,Hotel ICON 唯港薈,,,,,,,,,6,Tesla Wall Connector,22.30101667,114.1796544,6
338,259,Coronation Circle 中港薈,1,,,,,,,,,,22.3098224,114.16562,1
339,260,Intercontinental Grand Stanford 海景嘉福酒店,,,,2,,,,,,Tesla Wall Connector,22.29915184,114.1793502,2
340,261,Regal Kowloon Hotel 富豪九龍酒店,,,,,,,,,1,Tesla Wall Connector,22.29904751,114.1781128,1
341,262,Royal Garden Hotel 帝苑酒店,,,,,,,,,1,Tesla Wall Connector,22.2988302,114.1776732,1
342,263,Hotel Panorama by Rhombus 隆堡麗景酒店,,,,,,,,,1,Tesla Wall Connector,22.29785953,114.1748727,1
343,264,International Commerce Centre 環球貿易廣場,,1,,,,,,,,,22.30302418,114.1603231,1
344,265,Pioneer Centre 始創中心,,,,,,,2,,,,22.32288277,114.169268,2
345,266,1 Peking Road 北京道一號,,1,,,,,,,,,22.29627914,114.1698015,1
346,267,Observatory Road 8,,,,3,,,,,,Tesla Wall Connector,22.30147684,114.175703,3
347,268,The Ritz-Carlton Hong Kong 香港麗思卡爾頓酒店,,,,,,,,,2,Tesla Wall Connector,22.30358185,114.1601907,2
348,269,Canton Road Carpark 廣東道停車場,,,,,,,,,1,Tesla Wall Connector,22.3212329,114.1667793,1
349,270,GuangDong Hotel Hong Kong 香港粵海酒店,,,,,,,,,2,Tesla Wall Connector,22.29898654,114.1746972,2
350,271,Auto Plaza 安達中心,,,,4,,,,,,Tesla Wall Connector,22.29889478,114.1765506,4
351,,Auto Plaza 安達中心,,4,,,,,,,,,22.29889478,114.1765506,4
352,272,Cordis Hong Kong 康得思酒店,,,,2,,,,,,Tesla Wall Connector,22.31837348,114.1681013,2
353,273,Kowloon Shangri-la 九龍香格里拉大酒店,,,,1,,,,,,Tesla Wall Connector,22.29735537,114.1771483,1
354,274,MOKO 新世紀廣場,2,,,,,,2,,,,22.32354105,114.1722014,4
355,275,West Kowloon Cultural District Zone E Car Park 西九龍文化區E區停車場,,20,,,,,,,,,22.30145809,114.1578582,20
356,276,K11 Musea,,,,,2,2,2,,,,22.29436574,114.1738736,6
357,,K11 Musea,,,,,,,12,,,,22.29436574,114.1738736,12
358,,K11 Musea,,6,,,,4,,,,,22.29436574,114.1738736,10
359,,K11 Musea,,,,56,,,,,,Tesla Wall Connector,22.29436574,114.1738736,56
360,277,Queen Elizabeth Hospital (Ambulatory Care Centre Extension) 伊利沙伯醫院(日間醫療中心新翼),12,2,,,,,,,,,22.30856408,114.1749495,14
361,278,The one,,2,,,,,,,,,22.29708902,114.1730075,2
362,279,Prosperous Garden 駿發花園,1,1,,,,,,,,,22.31021399,114.1680285,2
363,280,West Kowloon Station Car Park 西九龍站停車場,,,10,,,,,,,,22.30436736,114.1649937,10
364,281,Kowloon Park 九龍公園,,9,,,,,,,,,22.30120055,114.1706155,9
365,282,Concordia Plaza 康宏廣場,,,,,,4,,,,,22.3022969,114.1789983,4
366,,New Territories 新界,553,1388,0,119,27,56,204,1,152,,,,
367,,Kwai Tsing District 葵青區 ,,,,,,,,,,,,,
368,283,Shek Lei Shopping Centre II 石籬商場二期,,3,,,,,,,,,,,
369,284,Maritime Square 青衣城,3,1,,,,,,,,,,,
370,,Maritime Square 青衣城,,,,,,,,,2,Tesla Supercharger,,,
371,285,Kwai Chung Shopping Centre 葵涌商場,,,,,1,1,1,,,,,,
372,,Kwai Chung Shopping Centre 葵涌商場,,,,,,,7,,,,,,
373,286,Cheung Fat Plaza 長發廣場,,,,,,,3,,,,,,
374,,Cheung Fat Plaza 長發廣場,,,,6,,,,,3,Tesla Wall Connector / Supercharger,,,
375,287,Asia Logistics Hub-SF Centre 亞洲物流中心 - 順豐大廈,,,,2,,,,,,Tesla Wall Connector,,,
376,288,Cheung On Estate Car Park 長安邨停車場,,,,,1,1,1,,,,,,
377,289,Gold Peak Building 金山工業中心,,,,,,,,,10,Tesla Wall Connector,,,
378,290,Metroplaza 新都會廣場,1,,,,,,1,,,,,,
379,291,Tsing Yi Southwest Leisure Building 青衣西南康體大樓,5,,,,,,,,,,,,
380,,Tsing Yi Southwest Leisure Building 青衣西南康體大樓,,3,,,,,,,,,,,
381,292,Magnet Place,,,,4,,,,,,Tesla Wall Connector,,,
382,293,Riley House 達利中心,,,,,,,5,,,,,,
383,294,Highland Park 浩景臺,,1,,,,,,,,,,,
384,295,Kwai Fong Car Park 葵芳停車場,,94,,,,,,,,,,,
385,296,Hang King Garden 恒景花園,,,,,,,,,2,Tesla Wall Connector,,,
386,297,Gateway TS 橋匯,,,,,,,6,,,,,,
387,298,Tsing Yi Northeast Park 青衣東北公園,,6,,,,,,,,,,,
388,299,Kwai Chung Sports Ground 葵涌運動場,,3,,,,,,,,,,,
389,300,Hing Fong Road Playground 興芳路遊樂場,,3,,,,,,,,,,,
390,301,"Tsing Yi Sports Ground and Swimming Pool 青衣運動場及
青衣游泳池
",,3,,,,,,,,,,,
391,302,Tsing Yi Shopping Centre 青衣商場,,,,,,2,,,,,,,
392,303,On Yam Square 安蔭新城,,6,,,,4,,,,,,,
393,,Tsuen Wan District 荃灣區,,,,,,,,,,,,,
394,304,Chinachem Tsuen Wan Plaza 華懋荃灣廣場,,,,,,,2,,,,,,
395,305,D‧Park 愉景新城,1,,,,,,,,,,,,
396,,D‧Park 愉景新城,,,,1,,,,,,Tesla Wall Connector,,,
397,,D‧Park 愉景新城,, ,,,,,3,,,,,,
398,306,Panda Place 悅來坊,,,,,,,,,4,Tesla Supercharger,,,
399,,Panda Place 悅來坊,,6,,,,4,,,,,,,
400,307,Riviera Plaza 海濱商場,1,,,,,,,,,,,,
401,308,Waterside Plaza 海灣花園,2,,,,,,,,,,,,
402,309,Nina Tower 如心廣場,,,,,1,1,1,,,,,,
403,310,Tsuen Wan Car Park 荃灣停車場,,157,,,,,,,,,,,
404,,Tsuen Wan Car Park 荃灣停車場,5,5,,,,,,,,,,,
405,311,City Landmark 荃灣城市中心,1,,,,,,,,,,,,
406,312,Town Square 荃灣城市廣場,1,,,,,,,,,,,,
407,313,Royal View Hotel 帝景酒店,,,,,,,,,2,Tesla Wall Connector,,,
408,314,One Midtown,2,,,,,,,,,,,,
409,315,Bay Bridge Hong Kong 汀蘭居,,,,4,,,,,,Tesla Wall Connector,,,
410,316,Sheung Chui Court 尚翠苑,2,,,,,,,,,,,,
411,317,Wai Tsuen Sports Centre 蕙荃體育館,,3,,,,,,,,,,,
412,318,Silka Tsuen Wan Hotel 荃灣絲麗酒店,,2,,,,,,,,,,,
413,319,Citywalk 1 荃新天地一期,,2,,,,,,,,,,,
414,320,Citywalk 2 荃新天地二期,,2,,,,,,,,,,,
415,321,The Mills 南豐紗廠,,,,,,,,,3,Tesla Wall Connector,,,
416,322,Tsuen Wan Sports Centre 荃灣體育館,,3,,,,,,,,,,,
417,323,Bo Shek Mansion 寶石大廈,1,1,,,,,,,,,,,
418,324,Goodman Tsuen Wan Centre 嘉民荃灣中心 ,,,,,,,2,,,,,,
419,325,Yan Chai Hospital 仁濟醫院,4,,,,,,,,,,,,
420,326,Shing Mun Valley Sports Ground 城門谷運動場,,6,,,,,,,,,,,
421,327,Tsuen Wan West Station Car Park 荃灣西站車站停車場,,,,,,,2,,,,,,
422,328,Luk Yeung Galleria 綠楊坊,1,2,,,,,,,,,,,
423,329,Shing Mun Valley Swimming Pool 城門谷游泳池,,2,,,,,,,,,,,
424,330,Lei Muk Shue Shopping Centre 梨木樹商場,,2,,,,,,,,,,,
425,331,Nina Mall 2 如心廣場二期,,4,,,,,,,,,,,
426,,Sai Kung District 西貢區,,,,,,,,,,,,,
427,332,Sai Kung Government Offices 西貢政府合署,,27,,,,,,,,,,,
428,333,Lohas Park-The Capitol 日出康城-首都,3,3,,,1,1,1,,,,,,
429,334,East Point City 東港城,,1,,,,,,,,,,,
430,,East Point City 東港城,,,,,,,,,6,Tesla Supercharger,,,
431,,East Point City 東港城,2,,,,,,2,,,,,,
432,335,PopCorn 1,1,,,,,,1,,,,,,
433,,PopCorn 1,,,,,,,,,2,Tesla Supercharger,,,
434,336,PopCorn 2,1,,,,,,1,,,,,,
435,337,Tseung Kwan O Plaza 將軍澳廣場,2,,,,,,,,,,,,
436,,Tseung Kwan O Plaza 將軍澳廣場,,,,3,,,,,,Tesla Wall Connector,,,
437,338,TKO Spot,,,,,1,1,1,,,,,,
438,,TKO Spot,,,,6,,,,,3,Tesla Wall Connector / Supercharger,,,
439,339,The Wings 2 天晉2,,2,,,,,,,,,,,
440,340,Park Central 將軍澳中心,9,2,,,,,,,,,,,
441,,Park Central 將軍澳中心,,,,,,,,,2,Tesla Wall Connector,,,
442,,Park Central 將軍澳中心,2,,,,,,2,,,,,,
443,341,Jockey Club Kau Sai Chau Golf Course Public Car Park 賽馬會滘西洲公眾高爾夫球場公眾停車場,,,,,1,1,1,,,,,,
444,342,Papillons Square 翩匯坊,,3,,,,,,,,,,,
445,343,Value Parking 威利停車場,,,,,,,,,4,Tesla Wall Connector,,,
446,344,The Pier Hotel,,3,,,,,,,,,,,
447,345,Verbena Heights 茵怡花園,,3,,,,,,,,,,,
448,346,Mount Pavilia 傲瀧,,,,,,,2,,,,,,
449,347,The LOHAS  康城,,,,,,,4,,,,,,
450,,The LOHAS  康城,,,,3,,,,,,Tesla Wall Connector,,,
451,,The LOHAS  康城,,,,,,,,,3,Tesla Supercharger,,,
452,348,NTT Com Asia Limited,,,,3,,,,,,Tesla Wall Connector,,,
453,349,Corinthia by the Sea 帝景灣,85,,,,,,,,,,,,
454,350,PopWalk 天晉滙,2,,,,,,2,,,,,,
455,351,Alto Residences (Greenwich Village) 藍塘傲 (格林威治村),,,,3,,,,,,Tesla Wall Connector,,,
456,352,Choi Ming Shopping Centre 彩明商場,,,,8,,,,,,Tesla Wall Connector,,,
457,,Choi Ming Shopping Centre 彩明商場,,,,,,,,,3,Tesla Supercharger,,,
458,353,Tseung Kwan O Swimming Pool 將軍澳游泳池,,4,,,,,,,,,,,
459,354,Tseung Kwan O Sports Ground 將軍澳運動場,,2,,,,,,,,,,,
460,355,Tiu Keng Leng Sports Centre調景嶺體育館,,2,,,,,,,,,,,
461,356,"Shaw Studios, Shaw House 邵氏影城 邵氏大樓",,,,,,,7,,,,,,
462,357,"Shaw Studios, Production Building 邵氏影城 製作大樓",,,,,,,3,,,,,,
463,358,Clear Water Bay Golf & Country Club 清水灣鄉村俱樂部,,2,,,,,3,,,,,,
464,359,Ocean PopWalk 海天晉滙,,,,3,,,,,,Tesla Wall Connector,,,
465,,Ocean PopWalk 海天晉滙,,,,,,,,,3,Tesla Supercharger,,,
466,360,Yung Ming Court 雍明苑,14,,,,,,,,,,,,
467,361,WM Hotel WM酒店,,,,,,,9,,,,,,
468,362,Kin Ming Estate 健明邨,,,,8,,,,,3,Tesla Wall Connector / Supercharger,,,
469,,North District 北區,,,,,,,,,,,,,
470,363,Fanling Town Centre 粉嶺名都,,,,,,,3,,,,,,
471,364,Landmark North 上水廣場,,,,,,,3,,,,,,
472,,Landmark North 上水廣場,,,,,,,,,4,Tesla Supercharger,,,
473,,Landmark North 上水廣場,2,,,,,,2,,,,,,
474,365,Avon Park 碧湖花園,2,,,,,,,,,,,,
475,366,Cambridge Plaza 劍橋廣場,1,,,,,,,,,,,,
476,367,Grand Regentville 御庭軒,2,,,,,,,,,,,,
477,368,Regentville Shopping Mall 帝庭軒,2,,,,,,,,,,,,
478,369,Sheung Shui Centre 上水中心 ,1,,,,,,,,,,,,
479,370,Choi Yuen Shopping Centre (Car Park 3) 彩園商場 (3號車場),,,,,1,1,1,,,,,,
480,,Choi Yuen Shopping Centre (Car Park 3) 彩園商場 (3號車場),,,,,,,4,,,,,,
481,371,North District Government Offices 北區政府合署,,26,,,,,,,,,,,
482,372,Wah Sum Estate Car Park 華心邨停車場,,,,,1,1,1,,,,,,
483,373,Metropolis Plaza 新都廣場,2,,,,,,2,,,,,,
484,374,Po Shek Wu Estate 寶石湖邨,49,,,,,,,,,,,,
485,375,Po Wing Road Sports Centre 保榮路體育館,,3,,,,,,,,,,,
486,376,Fai Ming Estate 暉明邨,1,,,,,,,,,,,,
487,377,Commune Modern 囍逸,28,86,,,,,3,,,,,,
488,378,North District Sports Ground 北區運動場,,8,,,,,,,,,,,
489,379,Wo Hing Sports Centre 和興體育館,,4,,,,,,,,,,,
490,380,Sheung Shui Swimming Pool 上水游泳池,,3,,,,,,,,,,,
491,381,"Green Code Plaza 
粉嶺逸峯",,,,,,4,,,,,,,
492,382,Fanling Swimming Pool 粉嶺游泳池,,5,,,,,,,,,,,
493,383,Queens Hill Estate 皇后山邨,56,,,,,,,,,,,,
494,384,Shan Lai Court 山麗苑,18,,,,,,,,,,,,
495,385,Choi Po Court 彩蒲苑,6,,,,,,,,,,,,
496,386,Heung Yuen Wai Control Point 香園圍管制站,,126,,,,,,,,,,,
497,,Tai Po District 大埔區,,,,,,,,,,,,,
498,387,Tai Wo Plaza 太和廣場,,,,,,,3,,,,,,
499,,Tai Wo Plaza 太和廣場,,,,6,,,,,6,Tesla Wall Connector / Supercharger,,,
500,388,Uptown Plaza 新達廣場,,,,,1,1,1,,,,,,
501,389,Po Heung Estate 寶鄉邨,25,3,,,,,,,,,,,
502,390,Tai Po Mega Mall 大埔超級城,2,,,,,,2,,,,,,
503,391,Tai Po Sports Ground 大埔運動場,,3,,,,,,,,,,,
504,392,Tai Po Complex 大埔綜合大樓,,5,,,,,,,,,,,
505,393,Fu Shin Shopping Centre 富善商場,,,,6,,,,,3,Tesla Wall Connector / Supercharger,,,
506,394,Kwong Fuk Park 廣福公園,,5,,,,,,,,,,,
507,395,Fu Tip Estate 富蝶邨,3,,,,,,,,,,,,
508,396,Tung Cheong Street Leisure Building 東昌街康體大樓,,60,,,,,,,,,,,
509,,Sha Tin District 沙田區,,,,,,,,,,,,,
510,397,Hong Kong Science Park (Car Park 2) 香港科學園 (2號車場),,,,,2,2,2,,,,,,
511,,Hong Kong Science Park (Car Park 2) 香港科學園 (2號車場),,,,,,,18,,,,,,
512,,Hong Kong Science Park (Car Park 2) 香港科學園 (2號車場),,,,,,2,4,,,,,,
513,398,Sha Tin Centre 沙田中心,3,3,,,,,,,,,,,
514,399,Shatin Galleria 沙田商業中心,2,,,,,,,,,,,,
515,400,Sha Tin Government Offices 沙田政府合署,,74,,,,,,,,,,,
516,401,MOS Town (Phase 3) 新港城3期,1,,,,,,,,,,,,
517,402,MOS Town (Phase 4) 新港城4期,2,,,,,,,,,,,,
518,,MOS Town (Phase 4) 新港城4期,,,,,1,1,1,,,,,,
519,403,Shatin Plaza 沙田廣場,1,,,,,,,,,,,,
520,404,Plaza Ascot 駿景廣場,1,,,,,,3,,,,,,
521,405,New Town Plaza I 新城市廣場第1期,,,,,,,1,,,,,,
522,,New Town Plaza I 新城市廣場第1期,,,,,,,,,4,Tesla Supercharger,,,
523,406,New Town Plaza III 新城市廣場第3期,,,,,1,1,,,,,,,
524,,New Town Plaza III 新城市廣場第3期,2,,,,,,2,,,,,,
525,407,Ma On Shan Centre 馬鞍山中心,2,,,,,,,,,,,,
526,,Ma On Shan Centre 馬鞍山中心,,,,4,,,,,,Tesla Wall Connector,,,
527,408,Mei Tin Estate 美田邨,11,,,,,,,,,,,,
528,409,Royal Park Hotel 帝都酒店,,,,,,,,,3,Tesla Wall Connector,,,
529,410,Regal Riverside Hotel 麗豪酒店,,,,,,,,,3,Tesla Wall Connector,,,
530,411,Grand Central Plaza 新城市中央廣場,1,,,,,,,,,,,,
531,412,Heung Yee Kuk N.T. 新界鄉議局大樓,,,,,1,1,1,,,,,,
532,413,Shui Chuen O Estate 水泉澳邨,15,5,,,,,,,,,,,
533,414,Double Cove Place 迎海薈,,3,,,,,,,,,,,
534,415,Yuen Chau Kok Complex 圓洲角綜合大樓,1,,,,,,,,,,,,
535,,Yuen Chau Kok Complex 圓洲角綜合大樓,,10,,,,,,,,,,,
536,416,Harry Industrial Building 協力工業大廈,,,,,,,,,3,Tesla Wall Connector,,,
537,417,We Go Mall,,,,,,,,,4,Tesla Wall Connector,,,
538,418,Courtyard by Marriott Hong Kong ShaTin 香港沙田萬怡酒店,,,,3,,,,,,Tesla Wall Connector,,,
539,419,Shek Mun Estate (Phase 2) 碩門邨（第二期）,7,,,,,,,,,,,,
540,420,Ma On Shan Swimming Pool 馬鞍山游泳池,,6,,,,,,,,,,,
541,421,Siu Lek Yuen Road Playground 小瀝源路遊樂場,,3,,,,,,,,,,,
542,422,Yuen Wo Playground 源禾遊樂場,,6,,,,,,,,,,,
543,423,Festival City Phase 1 名城一期,,,,,,,2,,,,,,
544,424,CUHK Medical Centre 香港中文大學醫院,,143,,,,,,,,,,,
545,425,Ma On Shan Sports Ground 馬鞍山運動場,,15,,,,,,,,,,,
546,426,Chun Yeung Estate 駿洋邨,55,,,,,,,,,,,,
547,427,Kam Fai Court 錦暉苑,14,,,,,,,,,,,,
548,428,Hyatt Regency Sha Tin Hotel 香港沙田凱悅酒店,,,,,,,,,20,Tesla Supercharger,,,
549,429,Sun Tin Wai Shopping Center 新田圍商場,,,,5,,,,,,Tesla Wall Connector,,,
550,430,Hin Keng Shopping Centre 顯徑商場,,,,6,,,,,3,Tesla Wall Connector / Supercharger,,,
551,431,Sha Tin Town Hall 沙田大會堂,,5,,,,,,,,,,,
552,432,Yu Chui Shopping Centre 愉翠商場,,,,6,,,,,6,Tesla Wall Connector / Supercharger,,,
553,433,Sha Tin Jockey Club Swimming Pool and Yuen Wo Road Sports Centre 沙田賽馬會游泳池及源禾路體育館,,6,,,,,,,,,,,
554,434,Hong Kong Heritage Museum 香港文化博物館,,11,,,,,,,,,,,
555,,,,,,,,,,,,,,,
556,,Yuen Long District 元朗區,,,,,,,,,,,,,
557,435,Fu Shing Building 富盛大廈,,,,,,,3,,,,,,
558,436,Tin Shing Shopping Centre 天盛商場,28,28,,,1,1,1,,,,,,
559,,Tin Shing Shopping Centre 天盛商場,,,,4,,,,,4,Tesla Wall Connector / Supercharger,,,
560,437,Golden Plaza 萬金中心,,2,,,,,2,,,,,,
561,,Golden Plaza 萬金中心,,,,,,2,,,,,,,
562,438,Ping Wui Centre 屏會中心,2,,,,,,,,,,,,
563,439,Springdale Villas 御庭居,2,,,,,,,,,,,,
564,440,Shui Pin Wai Estate 水邊圍邨,,,,,1,1,1,,,,,,
565,,Shui Pin Wai Estate 水邊圍邨,1,,,,,,,,,,,,
566,441,Hong Kong Wetland Park 香港濕地公園,,2,,,,,,,,,,,
567,442,Yoho Mall I 形點 I,2,,,,,,2,,,,,,
568,,Yoho Mall I 形點 I,,,,,,,,,4,Tesla Supercharger,,,
569,443,Yoho Mall II 形點 II,2,,,,,,2,,,,,,
570,444,Hung Fuk Estate 洪福邨,3,,,,,,,,,,,,
571,445,The Green Atrium 溱柏,,,,,,,,,2,Tesla Wall Connector,,,
572,,The Green Atrium 溱柏,,3,,,,,,,,,,,
573,446,Long Ching Estate 朗晴邨,1,,,,,,,,,,,,
574,447,Long Shin Estate 朗善邨,4,,,,,,,,,,,,
575,448,Yuen Long Plaza 元朗廣場,2,,,,,,2,,,,,,
576,449,Ping Yan Court 屏欣苑,5,,,,,,,,,,,,
577,450,Tin Shui Wai Hospital 天水圍醫院,2,,,,,,,,,,,,
578,451,Yuen Long Swimming Pool元朗游泳池,,17,,,,,,,,,,,
579,452,Tin Shui Wai Swimming Pool & Tin Shui Wai Sports Centre 天水圍游泳池及天水圍體育館,,11,,,,,,,,,,,
580,453,Tin Shui Wai Sports Ground 天水圍運動場,,18,,,,,,,,,,,
581,454,Tin Yip Road Park 天業路公園,,12,,,,,,,,,,,
582,455,Fung Kam Street Sports Centre 鳳琴街體育館,,17,,,,,,,,,,,
583,456,Park Yoho Car Park Phase 1B,,,,,,,2,,,,,,
584,457,Park Yoho Car Park Phase 2A,,,,,,,2,,,,,,
585,458,Park Yoho Car Park Phase 2C,,,,,,,1,,,,,,
586,459,Wetland Seasons Park ,,,,,,,9,,,,,,
587,,Wetland Seasons Park ,,,,,1,1,1,,,,,,
588,460,Wetland Seasons Bay,,,,,,,8,,,,,,
589,461,T Town South,,,,6,,,,,6,Tesla Wall Connector / Supercharger,,,
590,,Tuen Mun District 屯門區,,,,,,,,,,,,,
591,462,Hong Kong Gold Coast Shopping Mall 香港黃金海岸商場,,,,2,,,,,,Tesla Wall Connector,,,
592,,Hong Kong Gold Coast Shopping Mall 香港黃金海岸商場,,,,,,,2,,,,,,
593,463,Hong Kong Gold Coast Hotel 香港黃金海岸酒店,,,,,,,2,,,,,,
594,464,Oceania Height 海典軒,2,,,,,,,,,,,,
595,465,Parklane Centre 百利中心,,,,,,,2,,,,,,
596,,Parklane Centre 百利中心,,,,,,2,,,,,,,
597,466,Tuen Mun Town Plaza I 屯門市廣場第一期,,,,,1,1,1,,,,,,
598,,Tuen Mun Town Plaza I 屯門市廣場第一期,,4,,,,,,,,,,,
599,467,Tuen Mun Town Plaza II 屯門市廣場第二期,2,,,,,,,,,,,,
600,468,Tuen Mun Town Plaza III 屯門市廣場第三期,2,,,,,,,,,,,,
601,469,Sun Tuen Mun Shopping Centre 新屯門商場,,3,,,,,3,,,,,,
602,470,Hanford Plaza 恆福商場,,1,,,,,,,,,,,
603,471,Fu Tai Shopping Centre 富泰商場,,,,,1,1,1,,,,,,
604,472,V City,5,,,,,,5,,,,,,
605,,V City,,,,,,,,,4,Tesla Supercharger,,,
606,473,Yan Tin Estate 欣田邨,2,,,,,,,,,,,,
607,474,Hotel COZI Resort 屯門悅品酒店,,,,,,,,,2,Tesla Wall Connector,,,
608,475,99Common ,,,,3,,,,,,Tesla Wall Connector,,,
609,476,No.4 Kin Fat Lane 建發里4 號,,,,6,,,,,,Tesla Wall Connector,,,
610,,No.4 Kin Fat Lane 建發里4 號,,,,,,,,,3,Tesla Supercharger,,,
611,477,Tuen Mun Swimming Pool 屯門游泳池,,3,,,,,,,,,,,
612,478,Lung Yat Estate 龍逸邨,1,,,,,,,,,,,,
613,479,Tuen Mun Government Offices 屯門政府合署,,22,,,,,,,,,,,
614,480,Tuen Mun North West Swimming Pool 屯門西北游泳池,,9,,,,,,,,,,,
